cluster,state,district,date_announced,date_last_onset,category,status,cases_new,cases_total,cases_active,tests,icu,deaths,recovered,summary_bm,summary_en
KLUSTER KAMPUNG SERDANG,Kelantan,BACHOK,14/2/2022,14/2/2022,education,ended,0,30,0,38,0,0,30,"Kluster ini melibatkan pelajar-pelajar di sebuah pusat pendidikan yang terletak di Kampung Serdang, Bachok. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 19 tahun yang dilaporkan positif COVID-19 pada 13 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 9 Februari 2022.","This cluster involves students at an educational center located in Kampung Serdang, Bachok. The index case for this cluster was a 19-year-old male, Malaysian citizen who was reported positive for COVID-19 on 13 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 9th February 2022."
KLUSTER LALUAN PERSEKUTUAN GOPENG,Perak,KAMPAR,14/2/2022,14/2/2022,education,ended,0,16,0,16,0,0,16,"Kluster ini dikenalpasti hasil saringan bersasar melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Laluan Persekutuan, Jalan Gopeng, Kampar.","This cluster was identified as a result of targeted screening involving students of an education center located at Laluan Persekutuan, Jalan Gopeng, Kampar."
KLUSTER JALAN UNGKU ABDUL AZIZ 2,Johor,"KOTA TINGGI, JOHOR BAHRU",14/2/2022,15/2/2022,education,ended,0,35,0,111,0,0,35,"Kluster ini merupakan kluster berulang kali kedua yang melibatkan pelajar-pelajar di sebuah pusat pendidikan yang terletak di Jalan Ungku Abdul Aziz, Kota Tinggi. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 17 tahun yang dilaporkan positif COVID-19 pada 28 Januari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 20 Januari 2022.","This cluster is the second recurring cluster involving students at an educational center located at Jalan Ungku Abdul Aziz, Kota Tinggi. The index case for this cluster was a 17-year-old female, Malaysian citizen who was reported positive for COVID-19 on 28 January 2022 as a result of symptomatic individual screening. The case began symptomatic on 20th January 2022."
KLUSTER INDUSTRI TEKNOLOGI CHENG SATU 2,Melaka,MELAKA TENGAH,14/2/2022,15/2/2022,workplace,ended,0,31,0,387,0,0,31,"Kluster ini merupakan kluster berulang kali kedua yang melibatkan pekerja-pekerja sebuah kilang yang terletak di Kawasan Perindustrian, Cheng, Melaka Tengah. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 25 tahun yang dilaporkan positif COVID-19 pada 8 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 3 Februari 2022.","This cluster is the second recurring cluster involving workers of a factory located in the Industrial Area, Cheng, Central Melaka. The index case for this cluster was a woman, a Malaysian citizen, aged 25 years who was reported positive for COVID-19 on 8 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 3rd February 2022."
KLUSTER PUTRA 15 SATU,W.P. Putrajaya,PUTRAJAYA,14/2/2022,15/2/2022,education,ended,0,11,0,12,0,0,11,"Kluster ini melibatkan kakitangan dan pelajar-pelajar sebuah pusat pendidikan yang terletak di Presint 18, Putrajaya. Kes indeks bagi kluster ini merupakan seorang kanak-kanak lelaki, Warganegara Malaysia, berumur 9 tahun yang dilaporkan positif COVID-19 pada 13 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 9 Februari 2022.","This cluster involves the staff and students of an educational center located in Precinct 18, Putrajaya. The index case for this cluster was a 9-year-old boy, Malaysian citizen who reported positive for COVID-19 on 13 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 9th February 2022."
KLUSTER JALAN MALIM NAWAR,Perak,"KAMPAR, KINTA",14/2/2022,15/2/2022,education,ended,0,11,0,11,0,0,11,"Kluster ini dikenalpasti hasil saringan bersasar di sebuah pusat pendidikan yang terletak di Jalan Malim Nawar, Kampar.","This cluster was identified as a result of targeted screening at an education center located at Jalan Malim Nawar, Kampar."
KLUSTER JALAN MASJID KUBANG BEMBAN,Kelantan,PASIR MAS,14/2/2022,18/2/2022,education,ended,0,49,0,53,0,0,49,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Jalan Masjid Kubang Bemban, Pasir Mas. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 17 tahun yang dilaporkan positif COVID-19 pada 9 Februari 2022 dan dikenalpasti melalui saringan individu bergejala. Kes mula bergejala pada 7 Februari 2022.","This cluster involves students of an educational center located at Jalan Masjid Kubang Bemban, Pasir Mas. The index case for this cluster was a 17-year-old female, Malaysian citizen who reported positive for COVID-19 on 9 February 2022 and was identified through symptomatic individual screening. The case began symptomatic on 7th February 2022."
KLUSTER KAMPUNG KULIM,Kelantan,JELI,14/2/2022,21/2/2022,education,ended,0,21,0,155,0,0,21,"Kluster ini melibatkan pelajar-pelajar sebuah institusi pendidikan yang terletak di Kampung Kulim, Jeli. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 26 tahun yang dilaporkan positif COVID-19 pada 11 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 6 Februari 2022.","This cluster involves students of an educational institution located in Kampung Kulim, Jeli. The index case for this cluster was a 26-year-old female, Malaysian citizen who was reported positive for COVID-19 on 11 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 6th February 2022."
KLUSTER JALAN PUDU 2,W.P. Kuala Lumpur,LEMBAH PANTAI,14/2/2022,21/2/2022,education,ended,0,22,0,44,0,0,22,"Kluster ini merupakan kluster berulang kali kedua yang melibatkan pelajar-pelajar dan kakitangan di sebuah pusat pendidikan yang terletak di Jalan Pudu, Lembah Pantai. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 19 tahun, yang dilaporkan positif COVID-19 pada 8 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 5 Februari 2022.","This cluster is the second recurring cluster involving students and staff at an educational center located at Jalan Pudu, Lembah Pantai. The index case for this cluster was a 19-year-old female, Malaysian citizen, who was reported positive for COVID-19 on 8 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 5th February 2022."
KLUSTER BUKIT PANCHOR NIBONG TEBAL,Pulau Pinang,SEBERANG PERAI SELATAN,14/2/2022,23/2/2022,education,ended,0,20,0,271,0,0,20,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Jalan Bukit Panchor, Seberang Perai Selatan. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 19 tahun yang dilaporkan positif COVID-19 pada 9 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 5 Februari 2022.","This cluster involves students of an educational center located at Jalan Bukit Panchor, Seberang Perai Selatan. The index case for this cluster was a 19-year-old man, a Malaysian citizen who was reported positive for COVID-19 on 9 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 5 February 2022."
KLUSTER SERI BOTA,Perak,PERAK TENGAH,14/2/2022,23/2/2022,education,ended,0,55,0,58,0,0,55,"Kluster ini melibatkan pelajar-pelajar di sebuah pusat pendidikan yang terletak di Seri Iskandar, Bota, Perak Tengah. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 16 tahun yang dilaporkan positif COVID-19 pada 14 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 5 Februari 2022.","This cluster involves students at an educational center located in Seri Iskandar, Bota, Central Perak. The index case for this cluster was a 16-year-old female, Malaysian citizen who was reported positive for COVID-19 on 14 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 5th February 2022."
KLUSTER KOTA GOPENG 2,Perak,KAMPAR,14/2/2022,23/2/2022,education,ended,0,55,0,88,0,0,55,"Kluster ini merupakan kluster berulang kali kedua dan dikenalpasti hasil saringan bersasar melibatkan pelajar-pelajar di sebuah institusi pendidikan yang terletak di Gopeng, Kampar.","This cluster is the second recurring cluster and was identified as a result of targeted screening involving students at an educational institution located in Gopeng, Kampar."
KLUSTER ZON INDUSTRI JEJAWI 2,Perlis,KANGAR,14/2/2022,18/3/2022,workplace,ended,0,392,0,549,0,0,392,"Kluster ini merupakan kluster berulang kali kedua melibatkan pekerja-pekerja sebuah kilang yang terletak di Zon Perindustrian Jejawi, Kangar. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 48 tahun yang dilaporkan positif COVID-19 pada 11 Februari 2022 melalui saringan individu bergejala. Kes mula bergejala pada 7 Februari 2022.","This cluster is the second recurring cluster involving workers of a factory located in the Jejawi Industrial Zone, Kangar. The index case for this cluster was a 48-year-old man, a Malaysian citizen who was reported positive for COVID-19 on 11 February 2022 through symptomatic individual screening. The case began symptomatic on 7th February 2022."
KLUSTER JALAN YAHYA 5,W.P. Kuala Lumpur,TITIWANGSA,14/2/2022,28/3/2022,education,ended,0,414,0,780,0,0,414,"Kluster ini merupakan kluster berulang kali kelima melibatkan pelajar-pelajar di sebuah institusi pendidikan yang terletak di Jalan Sultan Yahya Petra, Titiwangsa. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 27 tahun yang dilaporkan positif COVID-19 pada 14 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 9 Februari 2022.","This cluster is the fifth repeated cluster involving students at an educational institution located at Jalan Sultan Yahya Petra, Titiwangsa. The index case for this cluster was a man, a Malaysian citizen, aged 27 years who reported positive for COVID-19 on 14 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 9th February 2022."
KLUSTER SIMPANG TIGA JALAN MAKTAB 2,Kelantan,KOTA BHARU,14/2/2022,3/7/2022,education,ended,0,47,0,68,0,0,47,"Kluster ini merupakan kluster berulang kali kedua melibatkan pelajar-pelajar di sebuah pusat pendidikan yang terletak di Simpang Tiga Jalan Maktab, Kota Bharu. Kes indeks bagi kluster ini merupakan seorang lelaki, Warganegara Malaysia, berumur 19 tahun yang dilaporkan positif COVID-19 pada 10 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 6 Februari 2022.","This cluster is the second recurring cluster involving students at an educational center located at Simpang Tiga Jalan Maktab, Kota Bharu. The index case for this cluster was a 19-year-old male, Malaysian citizen who was reported positive for COVID-19 on 10 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 6th February 2022."
KLUSTER SIMPANG 3 JALAN KLUANG,Johor,BATU PAHAT,15/2/2022,14/2/2022,highRisk,ended,0,10,0,40,0,0,10,"Kluster ini dikenalpasti hasil saringan bersasar di sebuah pusat kebajikan yang terletak di Simpang 3, Jalan Kluang, Batu Pahat.","This cluster was identified as a result of targeted screening at an welfare center located at Simpang 3, Jalan Kluang, Batu Pahat."
KLUSTER TANJUNG AGAS TANGKAK,Johor,TANGKAK,15/2/2022,14/2/2022,education,ended,0,7,0,269,0,0,7,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Tanjung Agas, Tangkak. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 18 tahun yang dilaporkan positif COVID-19 pada 15 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 10 Februari 2022.","This cluster involves students at an educational institution located at Tanjung Agas, Tangkak. The index case for this cluster was a man, a Malaysian citizen, aged 18 years who reported positive for COVID-19 on 15 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 10 February 2022."
KLUSTER PUTRA SATU 2,W.P. Putrajaya,PUTRAJAYA,15/2/2022,14/2/2022,workplace,ended,0,6,0,18,0,0,6,"Kluster ini merupakan kluster berulang kali kedua yang melibatkan kakitangan sebuah pusat pentadbiran awam yang terletak di Presint 1, Putrajaya. Kes indeks bagi kluster ini merupakan  lelaki, Warganegara Malaysia, berumur 42 tahun yang dilaporkan positif COVID-19 pada 9 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 5 Februari 2022.","This is a recurrent cluster involves staff at an public administration center located at Presint 1, Putrajaya. The index case for this cluster was a man, a Malaysian citizen, aged 42 years who reported positive for COVID-19 on 9 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 5 February 2022."
KLUSTER JALAN SUNGAI LONG 32,Selangor,KLANG,15/2/2022,14/2/2022,education,ended,0,19,0,38,0,0,19,"Kluster ini dikenalpasti hasil saringan bersasar di sebuah pusat pendidikan yang terletak di Jalan Sungai Long 32/175, Shah Alam, Klang.","This cluster was identified as a result of targeted screening at an educational center located at Jalan Sungai Long 32/175, Shah Alam, Klang."
KLUSTER JALAN DARUL NAIM,Kelantan,KOTA BHARU,15/2/2022,15/2/2022,education,ended,0,12,0,110,0,0,12,"Kluster ini melibatkan pelajar-pelajar dan guru sebuah pusat pendidikan yang terletak di Jalan Darul Naim, Bandar Satelit Pasir Tumboh, Kota Bharu. Kes indeks bagi kluster ini merupakan seorang perempuan, Warganegara Malaysia, berumur 26 tahun yang dilaporkan positif COVID-19 pada 11 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 7 Februari 2022.","This cluster involves students and staff at an educational institution located at Jalan Darul Naim, Bandar Satelit Pasir Tumboh, Kota Bharu. The index case for this cluster was a female, a Malaysian citizen, aged 26 years who reported positive for COVID-19 on 11 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 7 February 2022."
KLUSTER LORONG TAMAN SRI DARUL RIYADH,Kelantan,PASIR MAS,15/2/2022,16/2/2022,education,ended,0,52,0,70,0,0,52,"Kluster ini melibatkan pelajar-pelajar sebuah pusat pendidikan yang terletak di Rantau Panjang, Pasir Mas. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 17 tahun yang dilaporkan positif COVID-19 pada 13 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 5 Februari 2022.","This cluster involves students at an educational institution located at Rantau Panjang, Pasir Mas. The index case for this cluster was a man, a Malaysian citizen, aged 17 years who reported positive for COVID-19 on 13 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 5 February 2022."
KLUSTER JUBI TAMBULION,Sabah,KOTA BELUD,15/2/2022,20/2/2022,education,ended,0,37,0,54,0,0,37,"Kluster ini melibatkan pelajar-pelaja sebuah pusat pendidikan yang tinggal di Asrama Jubilee, Jalan Tambulion. Kes indeks bagi kluster ini merupakan lelaki, Warganegara Malaysia, berumur 16 tahun yang dilaporkan positif COVID-19 pada 14 Februari 2022 hasil saringan individu bergejala. Kes mula bergejala pada 10 Februari 2022.","This cluster involves students at an educational institution living at  Asrama Jubilee, Jalan Tambulion. The index case for this cluster was a male, a Malaysian citizen, aged 16 years who reported positive for COVID-19 on 14 February 2022 as a result of symptomatic individual screening. The case began symptomatic on 10 February 2022."
